Level	Intended Use	User	Equipment Type	Name	Set	Treasure Level - Low	Treasure Level - High	DescTitle	DescType	Description	Max Stack Size	Geonite Value	is weapon?	is ranged?	Weapon Size	Weapon Speed	TypeDamageMod	MageItemDmgMod	TypeDelayMod	Weapon Range	Weapon Attack Duration	Weapon Damage Spread	Wishing %	Drop on Death	Required Avatar Level	Strength	Agility	Constitution	Intelligence	Wisdom	Bonus Dmg %	Average Damage	Min Attack Damage	Max Attack Damage	is armor?	armor type %	Bonus Defense %	Physical Defense	Mage-Item MP Regen	Mage-Item Base HP	Mage-Item MP Added	Warrior-Item HP Steal	Warrior-Item MP Steal	HP Regen Rate	MP Regen Rate	HP Modifier	MP Modifier	HP Added	MP Added	Movement Speed Modifier	Attack Speed Modifier	HP Steal	MP Steal
1	Equipment - Common	Non-specific	Boots	Leather Boots	Leather	1	150	set of fine	boots	A set of fine leather boots	1	13	FALSE	FALSE									0	TRUE	0										TRUE	0.1	0	6	0			0	0									0	0
1	Equipment - Common	Non-specific	Helmet	Leather Cap	Leather	1	150	tight-fitting	helmet	A tight-fitting leather helmet	1	13	FALSE	FALSE									0	TRUE	0										TRUE	0.1	0	6	0			0	0									0	0
1	Equipment - Uncommon	Caster	Mainhand	Wooden Wand	Wooden	6	150	magical	mainhand	A magical wooden mainhand	1	10	TRUE	FALSE	small	fast	0.9	0.4	0.7	1.5	455	0.07	0	TRUE	0							1.805975294	1	1.932393565	FALSE	FALSE	0.05	2.5	8.888888889	0	3.68	0	0		9.888888889							0	0
1	Equipment - Common	Caster	Offhand Item	Leather Orb	Leather	1	150	magical	offhand item	A magical leather offhand item	1	5	FALSE	FALSE									0	TRUE	0										FALSE	FALSE	0	0	7.111111111			0	0		8.111111111							0	0
1	Equipment - Uncommon	Non-specific	Ring	Valtus Mederi Charm		10	150			"If equipped, saves your life when you die"	50	1	FALSE	FALSE									0	TRUE	0										FALSE	FALSE	0.05	2.5	0			0	0				5	11.10333333				0	0
1	Equipment - Uncommon	Non-specific	Ring	Wooden Ring	Wooden	6	150	magical	ring	A magical wooden ring	1	34	FALSE	FALSE									0	TRUE	0										FALSE	FALSE	0.05	2.5	0			0	0				5	11.10333333				0	0
1	Equipment - Common	Non-specific	Shield	Wooden Shield	Wooden	1	150	sturdy	shield	A sturdy wooden shield	1	18	FALSE	FALSE									0	TRUE	0										TRUE	0.25	0	13.5	0			0	0	12.49382716								0	0
1	Equipment - Common	Warrior	Spear	Wooden Spear	Wooden	1	150	supple	spear	A supple wooden spear	1	13	TRUE	FALSE	large	slow	1.1	1	1.3	2.5	845	0.3	0	TRUE	0							10.24819314	7.173735196	13.32265108	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
5	Equipment - Uncommon	Warrior	1-Handed Weapon	Bronze Dagger	Bronze	10	150		weapon	A bronze weapon	1	14	TRUE	FALSE	normal	fast	0.9	1	0.7	2	455	0.15	0	TRUE	5							11.11565	9.4483025	12.7829975	FALSE	FALSE	0.05	3.7	0			0.05	0.05									0.075	0.075
5	Equipment - Uncommon	Warrior	1-Handed Weapon	Bronze Hatchet	Bronze	10	150		weapon	A bronze weapon	1	14	TRUE	FALSE	normal	average	1	1	1	2	650	0.18	0	TRUE	5							17.64388889	14.46798889	20.81978889	FALSE	FALSE	0.05	3.7	0			0.05	0.05									0.075	0.075
5	Equipment - Common	Warrior	1-Handed Weapon	Iron Longsword	Iron	5	150		blade weapon	An iron blade weapon	1	14	TRUE	FALSE	normal	average	1	1	1	2	650	0.18	0	TRUE	5							17.64388889	14.46798889	20.81978889	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
5	Equipment - Common	Warrior	1-Handed Weapon	Iron Shortsword	Iron	5	150		blade weapon	An iron blade weapon	1	14	TRUE	FALSE	normal	fast	0.9	1	0.7	2	455	0.15	0	TRUE	5							11.11565	9.4483025	12.7829975	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
5	Equipment - Common	Warrior	2-Handed Weapon	Iron Sledgehammer	Iron	5	150	massive	crushing weapon	A massive iron crushing weapon	1	54	TRUE	FALSE	large	slow	1.15	1	1.3	2.5	845	0.3	0	TRUE	5							26.37761389	18.46432972	34.29089806	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
5	Equipment - Common	Non-specific	Armor	Iron Half-Plate	Iron	5	150		and chainmail suit of armor	An iron and chainmail suit of armor	1	134	FALSE	FALSE									0	TRUE	5										TRUE	0.45	0	34.3	0			0	0									0	0
5	Equipment - Common	Non-specific	Belt	Iron Waistband	Iron	5	150		belt	An iron belt	1	14	FALSE	FALSE									0	TRUE	5										TRUE	0.06	0	5.44	0			0	0									0	0
5	Equipment - Common	Non-specific	Boots	Iron Boots	Iron	5	150	heavy set of	boots	A heavy set of iron boots	1	29	FALSE	FALSE									0	TRUE	5										TRUE	0.1	0	8.4	0			0	0									0	0
5	Equipment - Common	Warrior	Bow	Iron Springbow	Iron	5	150		bow	An iron bow	1	14	TRUE	TRUE	normal	average	0.9	1	1	8	650	0.18	0	TRUE	5							15.8795	13.02119	18.73781	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
5	Equipment - Common	Warrior	Crossbow	Iron-tipped Crossbow	Iron	5	150		crossbow	An iron crossbow	1	10	TRUE	TRUE		slow	1.035	1	1.3	8	845	0.3	0	TRUE	5							23.7398525	16.61789675	30.86180825	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
5	Equipment - Common	Non-specific	Gloves	Iron Gauntlets	Iron	5	150	pair of	gauntlets	A pair of iron gauntlets	1	14	FALSE	FALSE									0	TRUE	5										TRUE	0.04	0	3.96	0			0	0								4.090909091	0	0
5	Equipment - Uncommon	Non-specific	Helmet	Bronze Helm	Bronze	10	150		helmet	A bronze helmet	1	29	FALSE	FALSE									0	TRUE	5										TRUE	0.1	0.05	12.1	0			0	0									0	0
5	Equipment - Common	Non-specific	Helmet	Iron Helmet	Iron	5	150	well-fitted	helmet	A well-fitted iron helmet	1	29	FALSE	FALSE									0	TRUE	5										TRUE	0.1	0	8.4	0			0	0									0	0
5	Equipment - Uncommon	Caster	Mainhand	Iron Wand	Iron	10	150	magical	mainhand	A magical iron mainhand	1	20	TRUE	FALSE	small	fast	0.9	0.4	0.7	1.5	455	0.07	0	TRUE	5				16			4.44626	3.7574982	4.7574982	FALSE	FALSE	0.05	3.7	21.59259259	0	11.32	0	0		22.59259259							0	0
5	Equipment - Common	Caster	Offhand Item	Iron Orb	Iron	5	150	magical	offhand item	A magical iron offhand item	1	10	FALSE	FALSE									0	TRUE	5				16						FALSE	FALSE	0	0	17.27407407			0	0		18.27407407							0	0
5	Equipment - Rare	Caster	Polearm	Bronze Quarterstaff	Bronze	15	150	large	polearm	A large bronze polearm	1	54	TRUE	FALSE	large	slow	1.15	0.4	1.3	2.5	845	0.3	0	TRUE	5				16			10.55104556	7.385731889	13.71635922	FALSE	FALSE	0.1	7.4	43.18518519	5	11.32	0	0		44.18518519	5			11.32		4.090909091	0	0
5	Equipment - Uncommon	Non-specific	Ring	Iron Bracelet	Iron	10	150		ring	An iron ring	1	134	FALSE	FALSE									0	TRUE	5										FALSE	FALSE	0.05	3.7	0			0	0				5	18.51				0	0
5	Equipment - Uncommon	Non-specific	Shield	Bronze Shield	Bronze	10	150		shield	A bronze shield	1	54	FALSE	FALSE									0	TRUE	5										TRUE	0.25	0.05	23.2	0			0	0	39.31481481								0	0
5	Equipment - Common	Non-specific	Shield	Iron Buckler	Iron	5	150	banded	shield	A banded iron shield	1	54	FALSE	FALSE									0	TRUE	5										TRUE	0.25	0	19.5	0			0	0	26.20987654								0	0
5	Equipment - Uncommon	Warrior	Thrown	Bronze Needles	Bronze	10	150	very sharp	throwing weapon	A very sharp bronze throwing weapon	1	14	TRUE	TRUE	normal	fast	0.81	1	0.7	8	455	0.15	0	TRUE	5							10.004085	8.50347225	11.50469775	FALSE	FALSE	0.05	3.7	0			0.05	0.05									0.075	0.075
5	Equipment - Common	Warrior	Thrown	Iron Throwing Knives	Iron	5	150		throwing weapon	An iron throwing weapon	1	14	TRUE	TRUE	normal	fast	0.81	1	0.7	8	455	0.15	0	TRUE	5							10.004085	8.50347225	11.50469775	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
10	Equipment - Common	Warrior	1-Handed Weapon	Firesword	Fire	10	150		weapon	A fire weapon	1	19	TRUE	FALSE	normal	average	1	1	1	2	650	0.18	0	TRUE	10	18						33.7922619	27.70965476	39.87486905	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
10	Equipment - Common	Non-specific	Armor	Fiery Raiment	Fire	10	150		-enchanted armor	A fire-enchanted armor	1	259	FALSE	FALSE									0	TRUE	10										TRUE	0.45	0	47.8	0			0	0									0	0
10	Equipment - Common	Non-specific	Belt	Fire Sash	Fire	10	150		belt	A fire belt	1	19	FALSE	FALSE									0	TRUE	10										TRUE	0.06	0	7.24	0			0	0									0	0
10	Equipment - Common	Non-specific	Boots	Fiery Chain Boots	Fire	10	150		-enchanted pair of boots	A fire-enchanted pair of boots	1	49	FALSE	FALSE									0	TRUE	10										TRUE	0.1	0	11.4	0			0	0									0	0
10	Equipment - Common	Warrior	Bow	Fire Bow	Fire	10	150		bow	A fire bow	1	19	TRUE	TRUE	normal	average	0.9	1	1	8	650	0.18	0	TRUE	10	18						30.41303571	24.93868929	35.88738214	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
10	Equipment - Common	Warrior	Crossbow	Fire Crossbow	Fire	10	150		crossbow	A fire crossbow	1	20	TRUE	TRUE		slow	1.035	1	1.3	8	845	0.3	0	TRUE	10	18						45.46748839	31.82724188	59.10773491	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
10	Equipment - Common	Non-specific	Gloves	Fire Bracers	Fire	10	150	sturdy set of	gloves	A sturdy set of fire gloves	1	19	FALSE	FALSE									0	TRUE	10										TRUE	0.04	0	5.16	0			0	0								5	0	0
10	Equipment - Common	Non-specific	Helmet	Fiery Chain Coif	Fire	10	150	blazing	helmet	A blazing fire helmet	1	49	FALSE	FALSE									0	TRUE	10										TRUE	0.1	0	11.4	0			0	0									0	0
10	Equipment - Uncommon	Caster	Mainhand	Fiery Wand	Fire	15	150	magical	mainhand	A magical fire mainhand	1	40	TRUE	FALSE	small	fast	0.9	0.4	0.7	1.5	455	0.07	0	TRUE	10					18		8.51565	7.9195545	9.1117455	FALSE	FALSE	0.05	5.2	37.11111111	0	19.7	0	0		38.11111111							0	0
10	Equipment - Common	Caster	Offhand Item	Fire Orb	Fire	10	150	magical	offhand item	A magical fire offhand item	1	20	FALSE	FALSE									0	TRUE	10					18					FALSE	FALSE	0	0	29.68888889			0	0		30.68888889							0	0
10	Equipment - Common	Warrior	Polearm	Fiery Axe	Fire	10	150		polearm	A fire polearm	1	99	TRUE	FALSE	large	slow	1.15	1	1.3	2.5	845	0.3	0	TRUE	10	18						50.51943155	35.36360208	65.67526101	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
10	Equipment - Uncommon	Non-specific	Ring	Fiery Icon	Fire	15	150		ring	A fire ring	1	259	FALSE	FALSE									0	TRUE	10										FALSE	FALSE	0.05	5.2	0			0	0				5	27.57333333				0	0
10	Equipment - Common	Non-specific	Shield	Fire Shield	Fire	10	150	magical	shield	A magical fire shield	1	99	FALSE	FALSE									0	TRUE	10										TRUE	0.25	0	27	0			0	0	42.99382716								0	0
10	Equipment - Common	Non-specific	Thrown	Fire Stones	Fire	10	150		throwing weapon	A fire throwing weapon	1	19	TRUE	TRUE	normal	fast	0.81	1	0.7	8	455	0.15	0	TRUE	10							19.1602125	16.28618063	22.03424438	FALSE	FALSE	0	0	0			0	0									0	0
10	Equipment - Common	Non-specific	Unarmed	Fiery Claw	Fire	10	150		weapon that wraps around your fists	A fire weapon that wraps around your fists	1	19	TRUE	FALSE	normal	fast	0.9	1	0.7	2	455	0.15	0	TRUE	10							21.289125	18.09575625	24.48249375	FALSE	FALSE	0	0	0			0	0									0	0
15	Equipment - Common	Warrior	1-Handed Weapon	Earth Shaker	Earth	15	150		weapon	An earth weapon	1	24	TRUE	FALSE	normal	average	1	1	1	2	650	0.18	0	TRUE	15	18						49.54444444	40.62644444	58.46244444	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
15	Equipment - Common	Warrior	1-Handed Weapon	Earthen Sagaris	Earth	15	150		weapon	An earth weapon	1	24	TRUE	FALSE	normal	fast	0.9	1	0.7	2	455	0.15	0	TRUE	15	18						31.213	26.53105	35.89495	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
15	Equipment - Rare	Warrior	2-Handed Weapon	Death's Head Axe		25	150		2-handed weapon	This very powerful weapon is said to have been crafted by a demon	1	1000	TRUE	FALSE	large	fast	0.9	1	0.7	2.5	455	0.22	0	TRUE	15	18					0.1	31.213	26.780754	41.887846	FALSE	FALSE	0.1	13.4	0			0.15	0.15									0.3375	0.3375
15	Equipment - Common	Warrior	2-Handed Weapon	Earth Splitter	Earth	15	150	two-handed	weapon	A two-handed earth weapon	1	144	TRUE	FALSE	large	slow	1.15	1	1.3	2.5	845	0.3	0	TRUE	15	18						74.06894444	51.84826111	96.28962778	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
15	Equipment - Common	Non-specific	Armor	Earth Armor	Earth	15	150		molded armor	An earth molded armor	1	384	FALSE	FALSE									0	TRUE	15										TRUE	0.45	0	61.3	0			0	0									0	0
15	Equipment - Common	Non-specific	Belt	Earthen Belt	Earth	15	150		belt	An earth belt	1	24	FALSE	FALSE									0	TRUE	15										TRUE	0.06	0	9.04	0			0	0									0	0
15	Equipment - Common	Non-specific	Boots	Earthen Slippers	Earth	15	150		-enchanted pair of boots	An earth-enchanted pair of boots	1	69	FALSE	FALSE									0	TRUE	15										TRUE	0.1	0	14.4	0			0	0									0	0
15	Equipment - Common	Warrior	Bow	Earthen Longbow	Earth	15	150		bow	An earth bow	1	24	TRUE	TRUE	normal	average	0.9	1	1	8	650	0.18	0	TRUE	15	18						44.59	36.5638	52.6162	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
15	Equipment - Common	Warrior	Crossbow	Earth Crossbow	Earth	15	150		crossbow	An earth crossbow	1	40	TRUE	TRUE		slow	1.035	1	1.3	8	845	0.3	0	TRUE	15	18						66.66205	46.663435	86.660665	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
15	Equipment - Common	Non-specific	Gloves	Earth Grips	Earth	15	150		gloves	An earth gloves	1	24	FALSE	FALSE									0	TRUE	15										TRUE	0.04	0	6.36	0			0	0								5.769230769	0	0
15	Equipment - Common	Non-specific	Helmet	Earthen Skullcap	Earth	15	150	strong	helmet	A strong earth helmet	1	69	FALSE	FALSE									0	TRUE	15										TRUE	0.1	0	14.4	0			0	0									0	0
15	Equipment - Uncommon	Caster	Mainhand	Earthen Wand	Earth	20	150	magical	mainhand	A magical earth mainhand	1	80	TRUE	FALSE	small	fast	0.9	0.4	0.7	1.5	455	0.07	0	TRUE	15				18			12.4852	11.611236	13.359164	FALSE	FALSE	0.05	6.7	52.62962963	0	28.08	0	0		53.62962963							0	0
15	Equipment - Common	Caster	Offhand Item	Earth Orb	Earth	15	150	magical	offhand item	A magical earth offhand item	1	40	FALSE	FALSE									0	TRUE	15				18						FALSE	FALSE	0	0	42.1037037			0	0		43.1037037							0	0
15	Equipment - Uncommon	Non-specific	Ring	Earthen Emblem	Earth	20	150		ring	An earth ring	1	384	FALSE	FALSE									0	TRUE	15										FALSE	FALSE	0.05	6.7	0			0	0				5	36.63666667				0	0
15	Equipment - Common	Non-specific	Shield	Earthen Tower Shield	Earth	15	150		shield	An earth shield	1	144	FALSE	FALSE									0	TRUE	15										TRUE	0.25	0	34.5	0			0	0	59.77777778								0	0
15	Equipment - Common	Warrior	Thrown	Earthen Knives	Earth	15	150	sharpened stone	throwing weapon	A sharpened stone earth throwing weapon	1	24	TRUE	TRUE	normal	fast	0.81	1	0.7	8	455	0.15	0	TRUE	15	18						28.0917	23.877945	32.305455	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
20	Equipment - Common	Warrior	1-Handed Weapon	Holy Khukri	Holy	20	150		weapon	A holy weapon	1	29	TRUE	FALSE	normal	average	1	1	1	2	650	0.18	0	TRUE	20	22						66.46085859	54.49790404	78.42381313	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
20	Equipment - Common	Warrior	1-Handed Weapon	Holy Knife	Holy	20	150		weapon	A holy weapon	1	29	TRUE	FALSE	normal	fast	0.9	1	0.7	2	455	0.15	0	TRUE	20	22						41.87034091	35.58978977	48.15089205	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
20	Equipment - Common	Non-specific	Armor	Holy Platemail	Holy	20	150		armor	A holy armor	1	509	FALSE	FALSE									0	TRUE	20										TRUE	0.45	0	74.8	0			0	0									0	0
20	Equipment - Common	Non-specific	Belt	Holy Cord	Holy	20	150		belt	A holy belt	1	29	FALSE	FALSE									0	TRUE	20										TRUE	0.06	0	10.84	0			0	0									0	0
20	Equipment - Common	Non-specific	Boots	Holy Boots	Holy	20	150	brilliant set of	boots	A brilliant set of holy boots	1	89	FALSE	FALSE									0	TRUE	20										TRUE	0.1	0	17.4	0			0	0									0	0
20	Equipment - Common	Warrior	Bow	Holy Shortbow	Holy	20	150		bow	A holy bow	1	29	TRUE	TRUE	normal	average	0.9	1	1	8	650	0.18	0	TRUE	20	22						59.81477273	49.04811364	70.58143182	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
20	Equipment - Common	Warrior	Crossbow	Holy Double Crossbow	Holy	20	150		crossbow	A holy crossbow	1	80	TRUE	TRUE		slow	1.035	1	1.3	8	845	0.3	0	TRUE	20	22						89.42308523	62.59615966	116.2500108	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
20	Equipment - Common	Non-specific	Gloves	Holy Handwraps	Holy	20	150		gloves	A holy gloves	1	29	FALSE	FALSE									0	TRUE	20										TRUE	0.04	0	7.56	0			0	0								6.428571429	0	0
20	Equipment - Common	Non-specific	Helmet	Holy Headwraps	Holy	20	150	glowing	helmet	A glowing holy helmet	1	89	FALSE	FALSE									0	TRUE	20										TRUE	0.1	0	17.4	0			0	0									0	0
20	Equipment - Uncommon	Caster	Mainhand	Holy Wand	Holy	25	150	magical	mainhand	A magical holy mainhand	1	160	TRUE	FALSE	small	fast	0.9	0.4	0.7	1.5	455	0.07	0	TRUE	20					22		16.74813636	15.57576682	17.92050591	FALSE	FALSE	0.05	8.2	68.14814815	0	36.46	0	0		69.14814815							0	0
20	Equipment - Common	Caster	Offhand Item	Holy Orb	Holy	20	150	magical	offhand item	A magical holy offhand item	1	80	FALSE	FALSE									0	TRUE	20					22					FALSE	FALSE	0	0	54.51851852			0	0		55.51851852							0	0
20	Equipment - Uncommon	Caster	Polearm	Holy Knot	Holy	25	150		polearm	A holy polearm	1	489	TRUE	FALSE	large	slow	1.15	0.4	1.3	2.5	845	0.3	0	TRUE	20					22		39.74359343	27.8205154	51.66667146	FALSE	FALSE	0.05	8.2	136.2962963	5	36.46	0	0		137.2962963	5			36.46			0	0
20	Equipment - Uncommon	Non-specific	Ring	Holy Figurine	Holy	25	150		ring	A holy ring	1	509	FALSE	FALSE									0	TRUE	20										FALSE	FALSE	0.05	8.2	0			0	0				5	46.48				0	0
20	Equipment - Common	Non-specific	Shield	Holy Shield	Holy	20	150	enchanted	shield	An enchanted holy shield	1	189	FALSE	FALSE									0	TRUE	20										TRUE	0.25	0	42	0			0	0	78.00617284								0	0
20	Equipment - Common	Warrior	Thrown	Holy Disks	Holy	20	150		throwing weapon	A holy throwing weapon	1	29	TRUE	TRUE	normal	fast	0.81	1	0.7	8	455	0.15	0	TRUE	20	22						37.68330682	32.0308108	43.33580284	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
25	Equipment - Common	Warrior	1-Handed Weapon	Lightning Kris	Lightning	25	150		weapon	A lightning weapon	1	34	TRUE	FALSE	normal	fast	0.9	1	0.7	2	455	0.15	0	TRUE	25	22						51.387	43.67895	59.09505	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
25	Equipment - Common	Warrior	1-Handed Weapon	Lightning Mace	Lightning	25	150		weapon	A lightning weapon	1	34	TRUE	FALSE	normal	average	1	1	1	2	650	0.18	0	TRUE	25	22						81.56666667	66.88466667	96.24866667	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
25	Equipment - Common	Non-specific	Armor	Lightning Leather	Lightning	25	150		armor	A lightning armor	1	634	FALSE	FALSE									0	TRUE	25										TRUE	0.45	0	88.3	0			0	0									0	0
25	Equipment - Common	Non-specific	Belt	Lightning Cinch	Lightning	25	150		-enchanted belt	A lightning-enchanted belt	1	34	FALSE	FALSE									0	TRUE	25										TRUE	0.06	0	12.64	0			0	0									0	0
25	Equipment - Common	Non-specific	Boots	Lightning Boots	Lightning	25	150		boots	A lightning boots	1	109	FALSE	FALSE									0	TRUE	25										TRUE	0.1	0	20.4	0			0	0									0	0
25	Equipment - Rare	Warrior	Bow	Bloodwood Bow		35	150	legendary	bow	A legendary  bow	1	2000	TRUE	TRUE	large	fast	0.81	1	0.7	8	455	0.22	0	TRUE	25	22					0.15	46.2483	41.4847251	64.8863649	FALSE	FALSE	0.1	19.4	0			0.15	0.15									0.3375	0.3375
25	Equipment - Common	Warrior	Bow	Lightning Bow	Lightning	25	150		bow	A lightning bow	1	34	TRUE	TRUE	normal	average	0.9	1	1	8	650	0.18	0	TRUE	25	22						73.41	60.1962	86.6238	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
25	Equipment - Common	Warrior	Crossbow	Lightning Crossbow	Lightning	25	150		crossbow	A lightning crossbow	1	160	TRUE	TRUE		slow	1.035	1	1.3	8	845	0.3	0	TRUE	25	22						109.74795	76.823565	142.672335	FALSE	FALSE	0	0	0			0.15	0.15									0.15	0.15
25	Equipment - Common	Non-specific	Gloves	Lightning Gloves	Lightning	25	150	fine pair of	-touched gauntlets	A fine pair of lightning-touched gauntlets	1	34	FALSE	FALSE									0	TRUE	25										TRUE	0.04	0	8.76	0			0	0								7	0	0
25	Equipment - Common	Non-specific	Helmet	Lightning Crown	Lightning	25	150		helmet	A lightning helmet	1	109	FALSE	FALSE									0	TRUE	25										TRUE	0.1	0	20.4	0			0	0									0	0
25	Equipment - Common	Warrior	Javelin	Lightning Bolts	Lightning	25	150	thundrous	throwing weapon	A thundrous lightning throwing weapon	1	34	TRUE	FALSE	normal	fast	0.9	1	0.7	2	455	0.15	0	TRUE	25	22						51.387	43.67895	59.09505	FALSE	FALSE	0	0	0			0.05	0.05									0.05	0.05
25	Equipment - Uncommon	Caster	Mainhand	Lightning Wand	Lightning	30	150	magical	mainhand	A magical lightning mainhand	1	320	TRUE	FALSE	small	fast	0.9	0.4	0.7	1.5	455	0.07	0	TRUE	25				22			20.5548	19.115964	21.993636	FALSE	FALSE	0.05	9.7	85.11111111	0	45.62	0	0		86.11111111							0	0
25	Equipment - Common	Caster	Offhand Item	Lightning Orb	Lightning	25	150	magical	offhand item	A magical lightning offhand item	1	160	FALSE	FALSE									0	TRUE	25				22						FALSE	FALSE	0	0	68.08888889			0	0		69.08888889							0	0
25	Equipment - Uncommon	Caster	Polearm	Lightning Staff	Lightning	30	150		polearm	A lightning polearm	1	834	TRUE	FALSE	large	slow	1.15	0.4	1.3	2.5	845	0.3	0	TRUE	25				22			48.77686667	34.14380667	63.40992667	FALSE	FALSE	0.05	9.7	170.2222222	5	45.62	0	0		171.2222222	5					7	0	0
25	Equipment - Uncommon	Non-specific	Ring	Lightning Pin	Lightning	30	150	powerful	ring	A powerful lightning ring	1	634	FALSE	FALSE									0	TRUE	25										FALSE	FALSE	0.05	9.7	0			0	0				5	56.32333333		5		0	0
